,,header_0,header_1,header_2,header_3,header_4,header_5,header_6,header_7,header_8,header_9
family,Anacardiaceae,3.089275,0.7569138,3.2255123,1.9097188,3.398983,3.1382802,2.0955868,0.75042367,0.75026876,0.8312222
family,Anatidae,2.0634735,0.7949032,0.95634586,1.7255199,1.4498129,1.5340216,1.4338417,1.0133106,1.4761528,1.3484851
family,Andrenidae,1.0206822,0.52843094,0.8137411,0.5444356,0.68279415,0.5464674,0.53315246,1.6021926,0.5321811,0.533889
family,Anguidae,0.6052976,0.6180571,0.78444475,3.500921,2.3198225,0.6173699,4.667599,0.6046293,0.5948025,0.6055908
family,Anguillidae,0.0,0.0,0.0,0.0,0.0,0.0027621358,0.0,0.00956832,0.00390625,0.0027621358
family,Anhingidae,0.534786,0.5398766,0.5345327,0.54540074,0.54350793,2.3164515,2.2820313,3.1649325,0.5548776,0.540833
family,Annonaceae,0.0,0.008734641,0.00478416,0.0,0.0027621358,0.007307925,0.0027621358,0.0,0.0,0.00478416
family,Anostostomatidae,1.1250471,0.39565367,0.3976304,0.7134728,0.41221863,0.98865944,0.41149002,0.40414405,0.39691818,0.38626075
family,Anseranatidae,0.0061763236,0.0061763236,0.00478416,0.0027621358,0.0,0.0078125,0.0,0.0,0.00390625,0.0
family,Antennariidae,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0061763236,0.0027621358,0.0,0.0078125
family,Anthelidae,0.00390625,0.0055242716,0.0,0.0,0.0,0.0,0.0055242716,0.0,0.00390625,0.0
family,Antilocapridae,0.0061763236,0.0,0.0027621358,0.0,0.0,0.0027621358,0.0,0.0067658233,0.007307925,0.0061763236
family,Aparchitidae,0.39492506,0.4169327,0.42508474,0.40328306,0.41098666,3.1451254,2.9150672,0.6467208,0.40601224,0.4000296
family,Aphalaridae,0.93640053,0.42023873,0.68375206,0.39714494,0.39939708,0.41459537,1.2560462,0.38658556,0.3998829,0.44228792
family,Aphididae,0.92536354,0.6128808,0.604149,0.9292676,1.4628545,1.6188427,0.5856938,0.5915929,0.5933588,0.59713835
family,Apiaceae,2.9336054,1.7184603,1.8121471,2.439843,1.7382083,1.8430719,2.342883,1.6778516,2.374662,2.0829844
family,Apidae,1.6575574,1.8918,0.78299296,0.80416566,1.0532748,1.5417786,1.9787167,0.7803543,0.8556264,0.7780554
family,Aplodactylidae,0.0,0.0,0.0,0.0027621358,0.00478416,0.0,0.0,0.0,0.0055242716,0.0
family,Aplysiidae,0.54479843,0.5450912,5.6429214,0.68145156,2.0280857,0.54767084,0.54095906,0.5345262,0.53537184,0.53216475
family,Apocynaceae,2.6733284,2.1481352,1.4424231,2.0096433,2.5007133,2.135444,2.9264188,1.1763438,3.1549857,0.7854187
family,Apodidae,0.59756994,0.6157682,0.6125897,0.6076727,1.4733517,1.2603099,1.6560831,2.2503922,0.60626495,0.58270204
family,Apogonidae,0.0,0.0,0.00478416,0.0027621358,0.0,0.0,0.0,0.0,0.0,0.0
family,Aquifoliaceae,2.3352363,0.7104528,4.0664153,3.8910675,2.927578,2.209495,0.7784481,0.7049259,4.026087,0.7142615
family,Araceae,3.8596227,0.7606455,2.62364,3.5303965,2.568528,1.4019147,2.9445617,1.4052157,0.75524354,0.8300387
family,Araliaceae,2.5750365,4.007478,0.75187665,3.3207145,3.164978,0.75371426,2.5664406,4.176519,0.76114374,1.9940257
family,Aramidae,0.0,0.00390625,0.0061763236,0.0,0.0,0.0,0.0,0.0,0.0061763236,0.008734641
family,Araneidae,1.9290375,0.7819884,0.8510107,1.5324624,1.7859234,1.5583957,1.1075988,1.2961893,1.4569976,1.5480676
family,Arctiidae,1.7857097,0.78417206,1.3353094,0.9303089,0.95288396,1.5524119,1.1836317,0.785043,0.8095786,1.0263175
family,Ardeidae,1.8910735,1.166039,1.1395811,1.1191698,1.920632,1.818526,1.6178397,0.7812342,0.77771395,0.7775164
family,Arecaceae,0.7056408,2.7493231,0.7124948,0.7070882,2.5397868,3.912535,4.30011,5.2144785,0.8215412,0.7005295
family,Argophyllaceae,0.0,0.0055242716,0.0,0.0,0.0061763236,0.0,0.0061763236,0.00390625,0.0055242716,0.010334966
family,Ariolimacidae,1.1676351,0.5342296,0.549193,0.53124166,0.5298268,0.54454076,0.7833145,0.5436885,0.5304046,0.54780376
family,Arionidae,1.5543345,0.54677826,2.808855,0.52466756,0.84611,0.57206124,0.5403613,0.5356456,0.5520243,0.52100766
family,Aristolochiaceae,3.5151584,0.6738455,0.671739,0.662579,0.8070501,3.2904768,0.6694745,3.650561,0.6694868,0.67345464
family,Armadillidiidae,0.93972087,0.4180988,0.4069365,0.43204698,0.41682976,0.392912,0.40693325,0.39538613,0.40127808,0.40555233
family,Artamidae,0.0,0.007307925,0.0055242716,0.0067658233,0.0027621358,0.00390625,0.0,0.00956832,0.00390625,0.0
family,Ascalaphidae,0.0,0.0,0.00478416,0.0027621358,0.0,0.0,0.0055242716,0.0,0.0,0.0
family,Ascaphidae,0.0078125,0.0061763236,0.00478416,0.0,0.0,0.0027621358,0.0078125,0.0,0.0078125,0.0027621358
family,Asilidae,2.5354927,0.66863865,0.8140712,0.6618943,1.5362221,0.6820461,0.71295065,2.965351,0.6780926,0.67253315
family,Asparagaceae,2.830999,1.5911903,2.2996142,1.0487505,1.88823,1.7212702,2.8762918,3.0000906,2.1873825,2.9546635
family,Asphodelaceae,0.7793572,0.6810228,2.8172255,4.0329633,2.5983226,3.0851076,0.6821877,0.677431,2.1361082,4.4969916
family,Aspleniaceae,3.5176551,2.6499772,2.2267528,1.3110803,1.3061517,2.3675025,1.4862305,2.113015,1.5847583,1.7281078
family,Asteliaceae,2.5342617,0.4027319,0.39775318,2.8313885,0.40105224,0.3990116,0.41870508,0.40119252,0.4085164,0.40896848
family,Asteraceae,3.246176,2.0259142,2.1165318,1.9681416,2.483369,2.5401855,2.402706,1.6942462,2.0624025,1.5591264
family,Asteriidae,2.0152512,0.69400525,1.6004227,0.6950839,0.6840592,0.6911739,0.69325614,0.6903686,0.70276064,0.6835421
family,Asterinidae,1.404196,0.5316319,0.5398044,0.5712325,1.4150203,0.5597164,0.5345429,0.5363525,0.5300257,0.5562912
family,Asteropseidae,0.0,0.00478416,0.0,0.0,0.0,0.00390625,0.0027621358,0.0,0.00478416,0.0067658233
family,Atelidae,1.4407655,0.5364169,0.5486836,0.55126375,0.55119073,1.3090408,1.4524769,0.53731287,0.54246634,0.54322207
family,Atherospermataceae,0.00478416,0.0055242716,0.0067658233,0.0,0.0,0.0067658233,0.00390625,0.00956832,0.00390625,0.00956832
family,Athoracophoridae,0.0,0.0,0.0027621358,0.0,0.0061763236,0.0,0.00478416,0.0,0.0,0.0027621358
family,Athyriaceae,4.5961266,0.5470685,0.54057,0.53684884,4.793914,4.657655,0.5381881,0.5426902,0.525826,0.56611377
family,Aulopidae,0.0027621358,0.00390625,0.0027621358,0.0055242716,0.0055242716,0.0,0.0,0.0,0.00478416,0.0099590225
family,Aulostomidae,0.0,0.00956832,0.0,0.0,0.0,0.0027621358,0.0,0.0061763236,0.0,0.0
family,Auriculariaceae,2.280143,0.6097994,0.60609823,0.6159946,0.6167856,1.794466,0.58817357,0.60416645,0.61532474,4.366597
family,Auriscalpiaceae,0.39835232,0.40533575,0.3981825,0.39767444,0.39858383,1.2864653,0.4095148,0.41069418,0.40265438,0.40049952
family,Aytoniaceae,0.0,0.0,0.0055242716,0.0,0.0,0.00390625,0.0,0.0055242716,0.008734641,0.0
family,Balaenopteridae,1.83777,0.5455193,0.5299675,2.8428845,0.5397458,2.4506528,0.54951787,0.526656,0.5649462,0.5555922
family,Balistidae,0.6771714,0.6660823,1.8049142,0.6883327,2.503026,0.68066674,1.586516,0.68823,0.67518157,2.601542
family,Balsaminaceae,0.8057723,6.842244,0.6612697,3.3278306,0.66916025,0.67769593,2.6343672,0.6759297,4.861422,0.6807765
family,Bankeraceae,0.0,0.00478416,0.0027621358,0.007307925,0.0,0.00390625,0.008734641,0.0,0.0078125,0.00478416
family,Bathyuridae,0.0,0.0,0.0,0.0,0.00390625,0.0,0.00478416,0.0,0.0,0.0
family,Begoniaceae,0.0,0.0,0.00478416,0.0,0.0,0.0067658233,0.0,0.0067658233,0.0,0.0
family,Belostomatidae,0.0,0.00478416,0.0,0.0,0.007307925,0.0055242716,0.0,0.0,0.0,0.0
family,Berberidaceae,3.200952,2.2750885,0.74281114,0.7449074,2.1014497,1.9384314,1.9013922,2.4584064,3.7818732,2.8798573
family,Betulaceae,0.7518712,0.75170773,3.1777053,2.2073736,4.946539,1.6032642,2.9758432,2.3912296,4.690762,1.667886
family,Bibionidae,0.00478416,0.007307925,0.0027621358,0.00390625,0.0,0.0,0.0,0.0,0.0,0.00478416
family,Bignoniaceae,0.7900138,4.9228787,0.8919898,4.8306255,1.5829824,2.9031684,2.5588489,0.73204255,0.80962604,3.0606964
family,Bixaceae,0.0067658233,0.0,0.00478416,0.0,0.00956832,0.0,0.0027621358,0.00478416,0.00478416,0.0
family,Blaberidae,0.0,0.0,0.0,0.0,0.0,0.01171875,0.0027621358,0.007307925,0.0055242716,0.0
family,Blattidae,0.70951337,0.6450627,0.64736813,0.6653252,0.6359743,2.1392174,2.07489,0.6490232,0.6440074,0.66115266
family,Blechnaceae,2.0936935,2.5994008,1.3320609,0.81258935,1.1062009,2.6809387,2.9514449,0.7523084,0.749051,0.7505767
family,Blenniidae,0.40168118,0.42229736,1.9899273,0.40479428,1.8058679,0.40549666,0.40790674,0.41693273,0.38208437,0.39188465
family,Boidae,0.0,0.0,0.0,0.0,0.0,0.0061763236,0.0,0.0,0.00390625,0.0061763236
family,Bolbitiaceae,0.0,0.0027621358,0.0,0.0091609685,0.0,0.0067658233,0.0061763236,0.0,0.0055242716,0.0
family,Boletaceae,4.5432243,2.9560037,2.6120744,3.2940896,1.752911,1.8002458,0.74322796,0.74104255,2.3848882,0.8155534
family,Boletinellaceae,0.0,0.0,0.0,0.0027621358,0.0,0.00478416,0.0,0.0027621358,0.0027621358,0.00390625
family,Bombinatoridae,0.0055242716,0.0,0.0,0.0,0.0,0.007307925,0.00390625,0.0055242716,0.0027621358,0.011048543
family,Bombycidae,0.00478416,0.0055242716,0.0,0.010334966,0.0,0.0061763236,0.0,0.0,0.0,0.0
family,Bombycillidae,1.8169981,0.39475793,0.41471338,0.40164644,0.40109557,0.58814484,2.0177372,0.39802396,0.4068402,0.39866722
family,Bombyliidae,0.97498095,0.5355385,2.470031,2.6669288,0.5328594,0.5329041,0.54183036,0.54333925,0.53939414,0.5296509
family,Bondarzewiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055242716
family,Bonelliidae,0.0,0.008734641,0.0055242716,0.0067658233,0.0,0.010334966,0.008286407,0.00478416,0.0,0.0
family,Boraginaceae,2.499918,1.7725464,1.143405,0.81447196,1.5845438,2.3016644,3.0770185,1.819427,3.161078,2.2985914
family,Bostrichidae,0.0,0.0,0.00956832,0.0,0.00478416,0.0,0.0,0.0,0.0,0.00390625
family,Bovidae,2.0001488,0.92896456,1.0106255,1.5056993,1.1170665,1.9186658,1.6378675,1.4153649,0.82941014,0.7748828
family,Braconidae,0.0,0.0,0.0,0.0,0.00390625,0.00390625,0.0055242716,0.0,0.0,0.0055242716
family,Bradypodidae,0.0,0.0,0.0,0.0,0.0,0.00478416,0.0,0.0,0.010334966,0.0
family,Brassicaceae,1.5459751,1.8905188,2.4889045,2.7599778,3.5714734,2.2249987,2.089547,2.857058,3.024678,1.338443
family,Bromeliaceae,2.1881347,0.86128676,0.7110104,4.3248234,0.71472234,1.7016883,5.0591826,2.1786354,0.8995892,0.83152
family,Bruniaceae,0.0078125,0.012352647,0.0,0.0,0.0,0.0,0.0,0.0027621358,0.0,0.0
family,Bryaceae,0.40686607,5.0923996,0.41061863,0.42296657,2.4858983,0.4164074,0.37753808,0.4086911,0.42399466,0.41019058
family,Buccinidae,2.402782,0.7323874,1.5038805,0.7291408,1.0907599,0.82389975,0.962683,0.71873224,0.7316783,0.7304362
family,Bucconidae,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0055242716,0.0,0.0067658233
family,Bucorvidae,0.0,0.0,0.00478416,0.0055242716,0.0027621358,0.0,0.00390625,0.0055242716,0.00390625,0.0061763236
family,Bufonidae,1.9462578,0.7828864,1.1125538,1.1014552,1.0709538,1.2572402,1.4034433,1.3676416,0.7844325,0.8739807
family,Bulimulidae,0.0,0.00478416,0.00478416,0.0091609685,0.0,0.0,0.00390625,0.00390625,0.0078125,0.0
family,Buphagidae,0.0,0.010334966,0.0,0.00956832,0.0,0.00390625,0.00478416,0.0,0.0,0.0
family,Buprestidae,2.5027494,0.59882903,0.8855696,3.7773037,0.5922385,0.8223307,0.6014589,0.5957395,0.60467446,0.60996825
family,Burhinidae,4.3698144,0.5242172,0.5531105,0.5399225,1.9909669,0.5492637,0.5316614,0.5230399,0.5409673,0.53044087
family,Bursariidae,0.0,0.00478416,0.0027621358,0.0,0.0,0.0027621358,0.0027621358,0.0061763236,0.0,0.0
family,Burseraceae,0.0067658233,0.0078125,0.0027621358,0.0,0.0055242716,0.0061763236,0.0,0.0055242716,0.0,0.0
family,Buthidae,0.5537847,0.5444224,0.53855306,0.5240726,0.76788557,0.63653314,1.4522777,0.54360175,0.5169884,0.5484392
family,Buxaceae,0.0067658233,0.0,0.007307925,0.00390625,0.0,0.0055242716,0.0,0.0067658233,0.0,0.0
family,Cabombaceae,0.0,0.0,0.0055242716,0.00390625,0.00478416,0.0061763236,0.0,0.0,0.0078125,0.0
family,Cactaceae,2.5621972,1.2308648,2.2185245,2.9525874,2.2877772,3.1614647,1.7864801,2.7037454,1.3982365,2.124177
family,Cadlinidae,1.8097976,0.4023781,0.3972209,1.231587,0.41908404,0.39399374,0.40772724,0.42171785,0.39427787,0.4012172
family,Caesionidae,0.0,0.0,0.00390625,0.00478416,0.00956832,0.0,0.0,0.0,0.01171875,0.0055242716
family,Calcariidae,1.5249588,0.3969147,0.3910372,0.4044702,0.7240643,0.41745505,0.40948313,0.40321013,0.40895748,0.40654686
family,Callionymidae,0.0078125,0.00390625,0.0067658233,0.0,0.00478416,0.0,0.0027621358,0.00390625,0.0067658233,0.007307925
family,Calliostomatidae,0.0,0.008286407,0.0,0.0,0.0055242716,0.0,0.0,0.0,0.0,0.0
family,Calliphoridae,1.117505,4.155486,0.40602255,0.41023237,0.40831643,0.3901056,0.41359353,0.4026917,0.40690637,0.39393854
family,Callitrichidae,0.0,0.007307925,0.00390625,0.00478416,0.0,0.0,0.0,0.0,0.0,0.0
family,Calopterygidae,1.8162657,0.6530723,0.6561805,0.64494246,0.6352032,0.8202412,1.2769678,0.6454734,0.82347924,0.6577172
family,Caloscyphaceae,0.0,0.0,0.0027621358,0.0091609685,0.0,0.0,0.00956832,0.0,0.0,0.0
family,Calostomataceae,0.0,0.0,0.0078125,0.0,0.0,0.0055242716,0.0027621358,0.0055242716,0.0,0.008286407
family,Calycanthaceae,0.40827644,0.39663452,0.4086997,0.3983733,0.40328604,0.39893746,3.802287,4.9663925,0.4044702,0.40196908
family,Calycidorididae,0.0,0.0,0.0,0.0,0.0,0.0,0.00478416,0.0,0.0,0.008734641
family,Calyptraeidae,1.5379252,0.5515615,0.5428405,0.55809975,0.5398931,0.59228545,0.86653167,0.5308507,0.54296154,0.54377824
family,Camaenidae,0.0,0.0067658233,0.0027621358,0.007307925,0.0,0.0,0.0067658233,0.00478416,0.0078125,0.00478416
family,Cambaridae,0.7692368,2.758968,0.53606075,0.54684514,0.53085095,2.0619094,2.2055235,0.5459282,0.534196,0.5351314
family,Camelidae,0.0,0.0,0.0,0.0,0.0,0.0055242716,0.0027621358,0.007307925,0.0,0.0061763236
family,Campanulaceae,1.7285938,2.2836251,3.0128484,1.5144453,2.418507,1.3998171,2.3300376,2.2494738,2.111722,2.4841175
family,Campephagidae,1.8640304,0.406304,0.40333804,0.42372912,0.5244366,0.3912878,0.3931202,0.39434144,0.3943475,0.41263103
family,Cancridae,0.6069625,0.6102964,0.59663814,0.61242527,1.8128486,1.5569541,2.1303968,3.0758407,0.610925,0.6075475
family,Candelariaceae,0.007307925,0.0,0.0,0.0061763236,0.0,0.0,0.007307925,0.0027621358,0.007307925,0.0
family,Canidae,0.69628817,0.69068575,2.03772,2.0060751,1.8378408,0.8171276,2.3523917,0.677526,0.68310153,2.116032
family,Cannabaceae,3.702074,0.8502499,0.6448066,0.6337927,0.77619916,1.7839215,0.64537686,0.641287,7.0076528,3.8305616
family,Cannaceae,0.0,0.0,0.0,0.0027621358,0.0,0.0,0.00390625,0.00478416,0.0,0.0
family,Cantharellaceae,1.2356648,0.84884745,2.1341593,2.3398924,0.71342987,2.1175022,4.7951255,0.7093942,2.4125674,0.7172154
family,Capitonidae,0.00478416,0.00478416,0.0,0.0,0.0,0.0,0.00390625,0.0,0.0,0.0
family,Capparaceae,0.43835944,0.412818,0.4098493,0.40297264,2.2584617,0.40243974,0.4267807,0.40767932,0.38918886,0.41120818
family,Caprifoliaceae,3.496209,1.6257926,2.6986086,1.7296368,2.151336,1.912181,1.8245193,2.329818,2.3852594,1.4240685
family,Caprimulgidae,1.9772587,0.6011919,0.61291945,0.6088915,0.95119435,0.60696816,0.60946035,0.6017591,0.61253107,0.61473775
family,Capsalidae,0.0,0.00390625,0.0,0.0055242716,0.013531647,0.0027621358,0.0,0.007307925,0.0,0.0067658233
family,Carabidae,1.9125674,0.7726284,0.801828,0.8350424,1.1737566,1.3623267,1.0359223,1.262595,0.77174413,1.2347606
family,Carangidae,1.7277465,0.54456586,5.4166617,0.5473201,2.5440428,0.55380934,0.5367936,0.53744644,0.537678,0.551818
family,Carcharhinidae,0.5288282,0.5542146,3.3420753,0.5282904,2.5738108,0.5295998,0.5431352,0.5388881,0.53253084,0.5461195
family,Carcinidae,0.0,0.00390625,0.007307925,0.0,0.0,0.0055242716,0.0,0.0,0.0,0.00390625
family,Cardiidae,0.8538952,0.4110864,0.3961727,0.41424888,0.40817738,0.39950538,0.41517025,0.42518952,0.3921306,0.39585125
family,Cardinalidae,0.89392143,0.73752135,0.72559476,0.7349332,0.73597986,1.9492613,1.4995083,0.73363227,0.73260725,1.7113917
family,Cariamidae,0.0,0.0,0.010334966,0.0055242716,0.00390625,0.0,0.00390625,0.00478416,0.0,0.0
family,Caryophyllaceae,2.7220445,0.8716689,3.292737,2.7726207,2.352832,2.5219605,2.2117088,0.81495833,0.78142166,2.9035268
family,Castoridae,0.62925166,0.3974778,0.39613184,0.40843666,0.39279068,1.0865327,0.40761018,0.41030753,0.41991985,0.40474835
family,Casuarinaceae,0.0,0.0,0.00478416,0.0061763236,0.0061763236,0.0,0.00390625,0.0,0.00390625,0.0
family,Cathartidae,1.2829459,0.40821248,0.63910556,0.40220767,0.4308833,1.6624091,0.40894508,0.41168988,0.39275542,0.40561116
family,Catostomidae,0.40303904,0.40831432,0.41193604,0.40936726,0.40544307,1.2260951,0.3965972,0.41314805,3.133729,0.3971893
family,Caviidae,0.0,0.0,0.0,0.00478416,0.0,0.0,0.00390625,0.007307925,0.0055242716,0.0
family,Cebidae,0.0,0.0,0.0,0.00478416,0.00478416,0.0,0.0,0.00478416,0.007307925,0.0067658233
family,Cecidomyiidae,0.5774008,0.5562951,0.52531254,0.5212744,0.5343642,0.5753193,0.53464776,0.5464792,0.54568315,0.52852505
family,Celastraceae,3.9452598,6.479392,1.5861719,2.6921875,2.2921872,0.717092,0.7210521,0.7170767,0.7167979,0.7248637
family,Celleporidae,0.42155388,0.41804284,0.40023208,3.91881,0.40244365,0.40072513,2.4281616,0.41197515,0.41195545,0.41583163
family,Centrarchidae,2.642889,0.7087173,0.70970124,2.3965132,3.020398,0.71275365,0.7105938,0.71142477,0.7078374,0.71301174
family,Centropomidae,0.0067658233,0.0055242716,0.0,0.0,0.0,0.0067658233,0.0,0.00390625,0.012955566,0.0
family,Cerambycidae,1.4519379,0.8444992,1.0709488,0.786799,1.4079437,1.4445509,0.8041143,1.07219,0.8239052,0.85890317
family,Ceratiomyxaceae,0.00390625,0.0027621358,0.0,0.0027621358,0.0,0.0,0.0,0.0061763236,0.0,0.008734641
family,Ceratopogonidae,0.0055242716,0.0,0.0,0.0091609685,0.0055242716,0.0,0.0055242716,0.0061763236,0.0,0.0
family,Ceratostomataceae,0.00390625,0.0067658233,0.0,0.007307925,0.0078125,0.0,0.0061763236,0.0,0.0,0.0
family,Cercopidae,0.43087992,0.3817963,0.38845268,0.4027228,0.81882423,0.50183356,0.42981872,0.40094465,0.4016427,0.41131973
family,Cercopithecidae,2.0066361,0.7284442,2.3246033,0.72962147,0.9243217,1.0495331,0.7319493,0.7381233,0.7340334,0.7356543
family,Certhiidae,1.1908493,0.5376503,0.5382223,0.5387155,1.6698444,0.8402818,0.53753984,0.5217806,0.5336804,0.55039155
family,Cervidae,1.833998,0.6906672,0.6902776,0.6881149,2.0958686,2.6553538,1.7784472,2.222852,0.6887829,0.7022094
family,Cetoniidae,0.89376664,0.71177083,0.7222699,0.72459924,2.5423205,1.9583951,0.7228785,0.72821987,0.8999883,0.73365843
family,Chactidae,0.0,0.0055242716,0.0055242716,0.0055242716,0.0,0.0,0.0078125,0.0061763236,0.0067658233,0.0
family,Chaetodontidae,2.044337,0.83038896,1.2650949,1.8858992,2.4719906,1.4121766,2.0340097,0.76092607,1.073,0.7592206
family,Chamaeleonidae,0.8910009,0.6500624,0.64916277,2.0921013,1.2686684,1.7374512,1.6241591,0.6453566,0.6477013,0.639789
family,Charadriidae,1.6105233,1.4506236,1.737728,1.3257966,1.2016606,0.84157187,1.4674779,0.7664913,1.4410447,1.5020491
family,Charopidae,0.008734641,0.0055242716,0.0067658233,0.0061763236,0.0027621358,0.00478416,0.0,0.0078125,0.0,0.008286407
family,Cheilodactylidae,0.7525281,0.41775408,0.40971968,0.40763357,0.4122064,0.40152436,0.40840244,0.39850587,0.41406867,0.39304787
family,Cheiracanthiidae,0.008734641,0.0,0.0,0.0055242716,0.0,0.0027621358,0.00390625,0.0061763236,0.0,0.0
family,Cheloniidae,1.7605225,0.53826547,0.53958356,0.55342036,0.53428966,2.0707376,2.2678363,0.75587934,0.5336931,0.5373272
family,Chelydridae,1.7867957,0.39930302,0.42732075,0.38983685,0.3945433,0.38982373,0.39780596,0.4023857,0.38810465,0.39239588
family,Chironemidae,0.0,0.0027621358,0.0,0.0061763236,0.00390625,0.0,0.0027621358,0.0,0.0055242716,0.0
family,Chitonidae,1.4912271,0.54231423,2.2051256,0.5347234,0.55193555,0.98398304,0.57192826,1.0989273,0.540812,0.5406473
family,Chlorocyphidae,0.0055242716,0.0,0.0,0.00390625,0.0,0.0027621358,0.0,0.0055242716,0.0067658233,0.00390625
family,Chromodorididae,1.7968374,0.5476646,0.54248416,2.9902725,0.54837173,1.3903762,0.53339547,0.54595673,0.5459184,0.5476574
family,Chrysobalanaceae,0.00390625,0.0,0.0,0.00478416,0.0,0.0027621358,0.0078125,0.00390625,0.0078125,0.00478416
family,Chrysomelidae,0.73139143,0.6209057,0.59162325,0.60143214,1.4306096,1.9201919,0.60876244,0.5999098,0.6113703,0.6172223
family,Chrysopidae,0.0,0.0,0.0,0.0,0.0,0.0061763236,0.0,0.0,0.0,0.0078125
family,Cicadellidae,1.7296002,0.7451865,0.7405039,0.7356778,0.8580855,0.92103535,1.2248842,0.73680234,0.7413173,0.73782724
family,Cicadidae,1.4403139,1.9046004,1.5348161,0.7325983,1.652645,2.0642877,1.0848304,0.73351735,0.7376603,0.7421378
family,Cichlidae,2.4852116,0.64892983,2.0941768,0.63366944,2.385014,0.6436136,0.6404546,0.64253604,0.6558944,3.4847212
family,Ciconiidae,1.4821866,0.68574715,0.6998087,0.691917,1.115373,1.2300006,0.6993512,0.8754821,0.69169325,2.028557
family,Cinclidae,0.0067658233,0.008734641,0.0,0.0099590225,0.00478416,0.0067658233,0.0,0.0,0.0,0.008286407
family,Cirrhitidae,2.6221225,0.5240113,2.8173652,0.52445114,0.53962994,0.5610474,0.53665185,0.54966474,0.5355422,0.54495364
family,Cistaceae,1.7102374,2.8632116,0.6896815,4.212765,1.005432,1.5520386,0.70626026,0.6890454,3.4222848,0.68489134
family,Cisticolidae,1.5919932,0.64549255,1.0355023,0.6437134,1.6242692,1.1960196,0.63335556,0.6359883,0.64792246,0.6499399
family,Cladoniaceae,2.0220203,0.69160795,0.6872264,0.68143684,1.7866083,1.6470261,1.5624573,0.700318,0.7009149,0.8240175
family,Clavariaceae,0.646495,3.4101386,0.661296,0.65955514,5.7685018,2.1314185,0.6535586,0.65569896,0.64068985,0.6548722
family,Clavatulidae,0.0,0.0,0.0,0.0,0.0061763236,0.00390625,0.0,0.00478416,0.0027621358,0.0
family,Cleomaceae,1.5696697,6.4244795,0.5276952,0.5337616,0.543574,0.5462387,0.5429198,0.5338356,0.5268465,5.8706417
family,Clethraceae,0.0,0.0055242716,0.0,0.0,0.0,0.0,0.0,0.00390625,0.0067658233,0.0027621358
family,Coenagrionidae,1.5682837,0.97498465,0.9826886,0.78591156,1.5592974,1.1264919,1.0436647,1.1698658,0.820623,0.7920978
family,Coerebidae,0.0,0.0061763236,0.0,0.0,0.00956832,0.0027621358,0.0,0.00390625,0.0,0.007307925
family,Colchicaceae,4.3367677,0.39524612,0.41503802,0.4066471,2.5612955,0.3954625,0.40840867,0.41253778,0.409677,0.4155477
family,Coliidae,0.0,0.0,0.007307925,0.0,0.0055242716,0.00478416,0.00390625,0.0061763236,0.0,0.00390625
family,Collemataceae,0.0,0.00478416,0.0027621358,0.0,0.008286407,0.0055242716,0.0027621358,0.0,0.0061763236,0.0055242716
family,Colletidae,0.48224056,0.3985119,0.40064764,0.39991635,0.47586524,0.41724613,0.4070188,0.4182403,0.3940444,0.4123997
family,Colubridae,2.463132,1.3646373,0.87821525,1.655777,1.6610446,1.9029236,1.4909372,1.1579317,1.0608745,1.5691494
family,Columbellidae,0.0,0.0091609685,0.0,0.0,0.008286407,0.0,0.0,0.0027621358,0.00390625,0.0
family,Columbidae,1.373363,0.76714635,1.0654458,0.77623093,1.3538766,1.7313223,1.640445,1.0128665,0.7769154,0.76429534
family,Comandraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
family,Combretaceae,0.0,0.0055242716,0.0,0.011048543,0.0,0.0,0.0,0.0078125,0.0027621358,0.0
family,Commelinaceae,4.237448,2.791275,0.8120785,2.6727598,2.5969145,3.1403363,0.6981504,0.7086552,0.7041502,0.8659332
family,Congridae,0.008734641,0.0,0.0061763236,0.0,0.0,0.00390625,0.0,0.00390625,0.0,0.0
family,Conidae,0.008734641,0.0027621358,0.0,0.0027621358,0.0055242716,0.0067658233,0.00390625,0.0,0.0,0.00390625
family,Conocephalaceae,0.42096007,4.1658454,0.40032735,0.4061831,0.39227033,1.6603004,0.40520975,0.39912385,0.4034875,0.4064657
family,Convolvulaceae,2.0518095,1.5625234,1.1918632,2.681026,2.3569465,3.3132713,1.9832369,1.4498098,3.617335,0.7778865
family,Coraciidae,2.430898,0.55260295,0.52349865,0.53975475,0.51980674,0.5485653,1.0675132,0.5438283,0.51842386,0.5334451
family,Corambidae,0.0,0.0027621358,0.00478416,0.0055242716,0.0,0.0061763236,0.0,0.00478416,0.00390625,0.0
family,Cordiaceae,3.9847336,0.38579953,0.41649905,0.41817337,3.313091,0.39673936,0.4044412,0.39890176,0.39861888,0.40757853
family,Cordulegastridae,0.606537,0.52228874,0.54035664,0.54893255,0.53581196,1.3920662,0.53576434,0.5428553,0.5196805,0.5340477
family,Corduliidae,1.3491052,0.71362656,0.7161036,0.8142957,1.6152128,0.85230416,0.7147955,1.2827513,0.7080815,0.7215925
